url,paragraph_1,paragraph_2,subset,span_1,span_2,Label
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=452924&diff=452991&from=452991-1956-diff&rnd=9DvCOA#hb2yvoU8YFvLOcDD1,"8. Если иное не предусмотрено настоящим Кодексом, другими законами или не вытекает из существа отношений, правила настоящей статьи применяются к общему имуществу собственников комнат в коммунальной квартире.","8. Если иное не предусмотрено настоящим Кодексом, другими законами или не вытекает из существа отношений, правила параграфа 2 главы 16 настоящего Кодекса применяются к общему имуществу собственников комнат в коммунальной квартире.",Гражданский кодекс,"['настоящей статьи', '8. Если иное не предусмотрено настоящим Кодексом, другими законами или не вытекает из существа отношений, правила', 'применяются к общему имуществу собственников комнат в коммунальной квартире']","['параграфа 2 главы 16 настоящего Кодекса', '8. Если иное не предусмотрено настоящим Кодексом, другими законами или не вытекает из существа отношений, правила', 'применяются к общему имуществу собственников комнат в коммунальной квартире']","['Contradiction', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=465800&diff=465557&from=465800-5057-diff&rnd=ywQNuw#rreOGpUS2jAasIc10,"4. В случае, если при рассмотрении дела арбитражный суд обнаружит в действиях лиц, участвующих в деле, иных участников арбитражного процесса, должностных лиц или иных лиц признаки преступления, копия частного определения арбитражного суда направляется в органы дознания или предварительного следствия.","4. В случае, если при рассмотрении дела арбитражный суд обнаружит в действиях лиц, участвующих в деле, иных участников арбитражного процесса, должностных лиц или иных лиц признаки преступления, суд сообщает об этом в органы дознания или предварительного следствия.",Арбитражный кодекс,"['копия частного определения арбитражного суда направляется', '4. В случае, если при рассмотрении дела арбитражный суд обнаружит в действиях лиц, участвующих в деле, иных участников арбитражного процесса, должностных лиц или иных лиц признаки преступления', 'в органы дознания или предварительного следствия']","['суд сообщает об этом', '4. В случае, если при рассмотрении дела арбитражный суд обнаружит в действиях лиц, участвующих в деле, иных участников арбитражного процесса, должностных лиц или иных лиц признаки преступления', 'в органы дознания или предварительного следствия']","['Contradiction', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=465800&diff=465557&from=465800-5057-diff&rnd=ywQNuw#rreOGpUS2jAasIc11,"2. Дела в порядке упрощенного производства рассматриваются судьей единолично в срок, не превышающий двух месяцев со дня поступления искового заявления, заявления в арбитражный суд. Срок рассмотрения дела в порядке упрощенного производства продлению не подлежит, за исключением случая, предусмотренного частью 3 статьи 253 настоящего Кодекса.","2. Дела в порядке упрощенного производства рассматриваются судьей единолично в срок, не превышающий двух месяцев со дня поступления искового заявления, заявления в арбитражный суд, а в случае назначения судебного заседания - в срок, не превышающий трех месяцев со дня поступления искового заявления, заявления в арбитражный суд. Срок рассмотрения дела в порядке упрощенного производства продлению не подлежит, за исключением случая, предусмотренного частью 3 статьи 253 настоящего Кодекса.",Арбитражный кодекс,"['', '2. Дела в порядке упрощенного производства рассматриваются судьей единолично в срок, не превышающий двух месяцев со дня поступления искового заявления, заявления в арбитражный суд.', 'Срок рассмотрения дела в порядке упрощенного производства продлению не подлежит, за исключением случая, предусмотренного частью 3 статьи 253 настоящего Кодекса.']","['а в случае назначения судебного заседания - в срок, не превышающий трех месяцев со дня поступления искового заявления, заявления в арбитражный суд.', '2. Дела в порядке упрощенного производства рассматриваются судьей единолично в срок, не превышающий двух месяцев со дня поступления искового заявления, заявления в арбитражный суд,', 'Срок рассмотрения дела в порядке упрощенного производства продлению не подлежит, за исключением случая, предусмотренного частью 3 статьи 253 настоящего Кодекса.']","['Addition', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=465800&diff=465557&from=465800-5057-diff&rnd=ywQNuw#rreOGpUS2jAasIc12,"1) по исковым заявлениям о взыскании денежных средств, если цена иска не превышает для юридических лиц восемьсот тысяч рублей, для индивидуальных предпринимателей четыреста тысяч рублей;","1) по исковым заявлениям о взыскании денежных средств, если цена иска не превышает для юридических лиц один миллион двести тысяч рублей, для индивидуальных предпринимателей - шестьсот тысяч рублей;",Арбитражный кодекс,"['восемьсот', '1) по исковым заявлениям о взыскании денежных средств, если цена иска не превышает для юридических лиц', 'тысяч рублей, для индивидуальных предпринимателей']","['один миллион двести', '1) по исковым заявлениям о взыскании денежных средств, если цена иска не превышает для юридических лиц', 'тысяч рублей, для индивидуальных предпринимателей']","['Contradiction', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=465800&diff=465557&from=465800-5057-diff&rnd=ywQNuw#rreOGpUS2jAasIc13,"1) по исковым заявлениям о взыскании денежных средств, если цена иска не превышает для юридических лиц восемьсот тысяч рублей, для индивидуальных предпринимателей четыреста тысяч рублей;","1) по исковым заявлениям о взыскании денежных средств, если цена иска не превышает для юридических лиц один миллион двести тысяч рублей, для индивидуальных предпринимателей - шестьсот тысяч рублей;",Арбитражный кодекс,"['четыреста', '1) по исковым заявлениям о взыскании денежных средств, если цена иска не превышает для юридических лиц', 'тысяч рублей, для индивидуальных предпринимателей']","['шестьсот', '1) по исковым заявлениям о взыскании денежных средств, если цена иска не превышает для юридических лиц', 'тысяч рублей, для индивидуальных предпринимателей']","['Contradiction', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=465800&diff=465557&from=465800-5057-diff&rnd=ywQNuw#rreOGpUS2jAasIc13,"1) требования вытекают из неисполнения или ненадлежащего исполнения договора и основаны на представленных взыскателем документах, устанавливающих денежные обязательства, если цена заявленных требований не превышает пятьсот тысяч рублей;","1) требования вытекают из неисполнения или ненадлежащего исполнения договора и основаны на представленных взыскателем документах, устанавливающих денежные обязательства, если цена заявленных требований не превышает семьсот пятьдесят тысяч рублей;",Арбитражный кодекс,"['пятьсот', '1) требования вытекают из неисполнения или ненадлежащего исполнения договора и основаны на представленных взыскателем документах, устанавливающих денежные обязательства, если цена заявленных требований не превышает']","['семьсот пятьдесят', '1) требования вытекают из неисполнения или ненадлежащего исполнения договора и основаны на представленных взыскателем документах, устанавливающих денежные обязательства, если цена заявленных требований не превышает']","['Contradiction', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=465800&diff=465557&from=465800-5057-diff&rnd=ywQNuw#rreOGpUS2jAasIc13,"1. Решение арбитражного суда по делу, рассматриваемому в порядке упрощенного производства, принимается немедленно после разбирательства дела путем подписания судьей резолютивной части решения и приобщается к делу. Принятая по результатам рассмотрения дела резолютивная часть решения размещается в установленном порядке в информационно-телекоммуникационной сети ""Интернет"" не позднее следующего дня после дня ее принятия.","1. Решение арбитражного суда по делу, рассматриваемому в порядке упрощенного производства, принимается немедленно после разбирательства дела путем подписания судьей резолютивной части решения и приобщается к делу, а в случае составления мотивированного решения по инициативе арбитражного суда резолютивная часть решения в виде отдельного документа может не составляться. Принятая по результатам рассмотрения дела резолютивная часть решения размещается в установленном порядке в информационно-телекоммуникационной сети ""Интернет"" не позднее следующего дня после дня ее принятия.",Арбитражный кодекс,"['', '1. Решение арбитражного суда по делу, рассматриваемому в порядке упрощенного производства, принимается немедленно после разбирательства дела путем подписания судьей резолютивной части решения и приобщается к делу', 'Принятая по результатам рассмотрения дела резолютивная часть решения размещается в установленном порядке в информационно-телекоммуникационной сети ""Интернет"" не позднее следующего дня после дня ее принятия']","['а в случае составления мотивированного решения по инициативе арбитражного суда резолютивная часть решения в виде отдельного документа может не составляться', '1. Решение арбитражного суда по делу, рассматриваемому в порядке упрощенного производства, принимается немедленно после разбирательства дела путем подписания судьей резолютивной части решения и приобщается к делу', 'Принятая по результатам рассмотрения дела резолютивная часть решения размещается в установленном порядке в информационно-телекоммуникационной сети ""Интернет"" не позднее следующего дня после дня ее принятия']","['Addition', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=465800&diff=465557&from=465800-5057-diff&rnd=ywQNuw#rreOGpUS2jAasIc13,"3. Судебный приказ выполняется в форме электронного документа, подписанного усиленной квалифицированной электронной подписью, и в двух экземплярах на бумажном носителе. Экземпляры судебного приказа, выполненные на бумажном носителе, составляются на специальном бланке и подписываются судьей.","3. Судебный приказ выполняется в форме электронного документа, подписанного усиленной квалифицированной электронной подписью, и в двух экземплярах на бумажном носителе, а в случае, предусмотренном частью 8 настоящей статьи, - в трех экземплярах. Экземпляры судебного приказа, выполненные на бумажном носителе, составляются на специальном бланке и подписываются судьей.",Арбитражный кодекс,"['', '3. Судебный приказ выполняется в форме электронного документа, подписанного усиленной квалифицированной электронной подписью, и в двух экземплярах на бумажном носителе', 'Экземпляры судебного приказа, выполненные на бумажном носителе, составляются на специальном бланке и подписываются судьей']","['а в случае, предусмотренном частью 8 настоящей статьи, - в трех экземплярах', '3. Судебный приказ выполняется в форме электронного документа, подписанного усиленной квалифицированной электронной подписью, и в двух экземплярах на бумажном носителе', 'Экземпляры судебного приказа, выполненные на бумажном носителе, составляются на специальном бланке и подписываются судьей']","['Addition', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=465800&diff=465557&from=465800-5057-diff&rnd=ywQNuw#rreOGpUS2jAasIc13,"4) требования взыскателя и обстоятельства, на которых они основаны;","4) требования взыскателя, в том числе период, за который образовалась взыскиваемая задолженность по обязательствам, предусматривающим исполнение по частям или в виде периодических платежей, размер денежной суммы, составляющей платеж, и ее расчет, а также обстоятельства, на которых основаны указанные требования;",Арбитражный кодекс,[''],"['в том числе период, за который образовалась взыскиваемая задолженность по обязательствам, предусматривающим исполнение по частям или в виде периодических платежей, размер денежной суммы, составляющей платеж, и ее расчет']",['Addition']
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=465800&diff=465557&from=465800-5057-diff&rnd=ywQNuw#rreOGpUS2jAasIc14,"1) копии обжалуемого судебного акта и других судебных актов, принятых по делу, которые должны быть заверены соответствующим судом;","1) копии обжалуемого судебного акта и других судебных актов, принятых по делу, которые должны быть заверены соответствующим судом только в случае рассмотрения дела в закрытом судебном заседании;",Арбитражный кодекс,"['', '1) копии обжалуемого судебного акта и других судебных актов, принятых по делу, которые должны быть заверены соответствующим судом']","['только в случае рассмотрения дела в закрытом судебном заседании', '1) копии обжалуемого судебного акта и других судебных актов, принятых по делу, которые должны быть заверены соответствующим судом']","['Addition', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=465800&diff=465557&from=465800-5057-diff&rnd=ywQNuw#rreOGpUS2jAasIc14,"1. Исполнительный лист на основании судебного акта, принятого арбитражным судом первой инстанции, выдается этим арбитражным судом. Выдача судебного приказа для исполнения осуществляется по правилам, предусмотренным главой 29.1 настоящего Кодекса.","1. Исполнительный лист на основании судебного акта, принятого арбитражным судом первой инстанции, выдается этим арбитражным судом, за исключением случаев принятия судом обеспечительных мер, наложения штрафа. В указанных случаях исполнительный лист выдается арбитражным судом, принявшим обеспечительные меры, наложившим штраф. Выдача судебного приказа для исполнения осуществляется по правилам, предусмотренным главой 29.1 настоящего Кодекса.",Арбитражный кодекс,"['', '1. Исполнительный лист на основании судебного акта, принятого арбитражным судом первой инстанции, выдается этим арбитражным судом', 'Выдача судебного приказа для исполнения осуществляется по правилам, предусмотренным главой 29.1 настоящего Кодекса']","['за исключением случаев принятия судом обеспечительных мер, наложения штрафа. В указанных случаях исполнительный лист выдается арбитражным судом, принявшим обеспечительные меры, наложившим штраф', '1. Исполнительный лист на основании судебного акта, принятого арбитражным судом первой инстанции, выдается этим арбитражным судом', 'Выдача судебного приказа для исполнения осуществляется по правилам, предусмотренным главой 29.1 настоящего Кодекса']","['Addition', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=465800&diff=465557&from=465800-5057-diff&rnd=ywQNuw#rreOGpUS2jAasIc14,"5. Судья рассматривает дело в порядке упрощенного производства без вызова сторон после истечения сроков, установленных судом для представления доказательств и иных документов в соответствии с частью 3 настоящей статьи. Предварительное судебное заседание по делам, рассматриваемым в порядке упрощенного производства, не проводится. Суд исследует изложенные в представленных сторонами документах объяснения, возражения и (или) доводы лиц, участвующих в деле, и принимает решение на основании доказательств, представленных в течение указанных сроков.","5. Судья рассматривает дело в порядке упрощенного производства без вызова сторон после истечения сроков, установленных судом для представления доказательств и иных документов в соответствии с частью 3 настоящей статьи. Предварительное судебное заседание по делам, рассматриваемым в порядке упрощенного производства, не проводится. Суд исследует изложенные в представленных сторонами документах объяснения, возражения и (или) доводы лиц, участвующих в деле, и принимает решение на основании доказательств, представленных в течение указанных сроков. С учетом характера и сложности дела арбитражный суд вправе по своей инициативе или по ходатайству лиц, участвующих в деле, провести судебное заседание с вызовом лиц, участвующих в деле, без перехода к рассмотрению дела по общим правилам искового производства или по правилам административного судопроизводства.",Арбитражный кодекс,"['', '5. Судья рассматривает дело в порядке упрощенного производства без вызова сторон после истечения сроков, установленных судом для представления доказательств и иных документов в соответствии с частью 3 настоящей статьи. Предварительное судебное заседание по делам, рассматриваемым в порядке упрощенного производства, не проводится. Суд исследует изложенные в представленных сторонами документах объяснения, возражения и (или) доводы лиц, участвующих в деле, и принимает решение на основании доказательств, представленных в течение указанных сроков']","['С учетом характера и сложности дела арбитражный суд вправе по своей инициативе или по ходатайству лиц, участвующих в деле, провести судебное заседание с вызовом лиц, участвующих в деле, без перехода к рассмотрению дела по общим правилам искового производства или по правилам административного судопроизводства.', '5. Судья рассматривает дело в порядке упрощенного производства без вызова сторон после истечения сроков, установленных судом для представления доказательств и иных документов в соответствии с частью 3 настоящей статьи. Предварительное судебное заседание по делам, рассматриваемым в порядке упрощенного производства, не проводится. Суд исследует изложенные в представленных сторонами документах объяснения, возражения и (или) доводы лиц, участвующих в деле, и принимает решение на основании доказательств, представленных в течение указанных сроков']","['Addition', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=465800&diff=465557&from=465800-5057-diff&rnd=ywQNuw#rreOGpUS2jAasIc14,"6.1. При наличии оснований, предусмотренных частью 4 статьи 270 настоящего Кодекса, арбитражный суд апелляционной инстанции рассматривает дело по правилам, установленным для рассмотрения дела в арбитражном суде первой инстанции, в срок, не превышающий трех месяцев со дня поступления апелляционной жалобы вместе с делом в арбитражный суд апелляционной инстанции. О переходе к рассмотрению дела по правилам суда первой инстанции выносится определение с указанием действий лиц, участвующих в деле, и сроков осуществления этих действий. На отмену решения арбитражного суда первой инстанции указывается в постановлении, принимаемом арбитражным судом апелляционной инстанции по результатам рассмотрения апелляционной жалобы.","6.1. При наличии оснований, предусмотренных частью 4 статьи 270 настоящего Кодекса, арбитражный суд апелляционной инстанции рассматривает дело по правилам, установленным для рассмотрения дела в арбитражном суде первой инстанции, в срок, не превышающий шести месяцев со дня поступления апелляционной жалобы вместе с делом в арбитражный суд апелляционной инстанции. О переходе к рассмотрению дела по правилам суда первой инстанции выносится определение с указанием действий лиц, участвующих в деле, и сроков осуществления этих действий. На отмену решения арбитражного суда первой инстанции указывается в постановлении, принимаемом арбитражным судом апелляционной инстанции по результатам рассмотрения апелляционной жалобы.",Арбитражный кодекс,"['трех', '6.1. При наличии оснований, предусмотренных частью 4 статьи 270 настоящего Кодекса, арбитражный суд апелляционной инстанции рассматривает дело по правилам, установленным для рассмотрения дела в арбитражном суде первой инстанции, в срок, не превышающий', 'месяцев со дня поступления апелляционной жалобы вместе с делом в арбитражный суд апелляционной инстанции. О переходе к рассмотрению дела по правилам суда первой инстанции выносится определение с указанием действий лиц, участвующих в деле, и сроков осуществления этих действий. На отмену решения арбитражного суда первой инстанции указывается в постановлении, принимаемом арбитражным судом апелляционной инстанции по результатам рассмотрения апелляционной жалобы']","['шести', '6.1. При наличии оснований, предусмотренных частью 4 статьи 270 настоящего Кодекса, арбитражный суд апелляционной инстанции рассматривает дело по правилам, установленным для рассмотрения дела в арбитражном суде первой инстанции, в срок, не превышающий', 'месяцев со дня поступления апелляционной жалобы вместе с делом в арбитражный суд апелляционной инстанции. О переходе к рассмотрению дела по правилам суда первой инстанции выносится определение с указанием действий лиц, участвующих в деле, и сроков осуществления этих действий. На отмену решения арбитражного суда первой инстанции указывается в постановлении, принимаемом арбитражным судом апелляционной инстанции по результатам рассмотрения апелляционной жалобы']","['Contradiction', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=465800&diff=465557&from=465800-5057-diff&rnd=ywQNuw#rreOGpUS2jAasIc7,"1) невозможности рассмотрения данного дела до разрешения другого дела, рассматриваемого Конституционным Судом Российской Федерации, судом общей юрисдикции, арбитражным судом;","1) невозможности рассмотрения данного дела до разрешения другого дела, рассматриваемого Конституционным Судом Российской Федерации, Верховным Судом Российской Федерации, судом общей юрисдикции, арбитражным судом;",Арбитражный кодекс,"['', '1) невозможности рассмотрения данного дела до разрешения другого дела, рассматриваемого Конституционным Судом Российской Федерации', 'судом общей юрисдикции, арбитражным судом']","['Верховным Судом Российской Федерации', '1) невозможности рассмотрения данного дела до разрешения другого дела, рассматриваемого Конституционным Судом Российской Федерации', 'судом общей юрисдикции, арбитражным судом']","['Addition', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=465800&diff=465557&from=465800-5057-diff&rnd=ywQNuw#rreOGpUS2jAasIc7,"1. Лица, участвующие в деле, и иные участники арбитражного процесса могут участвовать в судебном заседании путем использования систем видеоконференц-связи при условии заявления ими ходатайства об этом и при наличии в арбитражных судах или судах общей юрисдикции технической возможности осуществления видеоконференц-связи.","1. Лица, участвующие в деле, и иные участники арбитражного процесса могут участвовать в судебном заседании путем использования систем видеоконференц-связи при условии заявления ими ходатайства об этом и при наличии в арбитражных судах или судах общей юрисдикции технической возможности осуществления видеоконференц-связи. Для обеспечения участия в деле лиц, находящихся в местах содержания под стражей или в местах отбывания лишения свободы, могут использоваться системы видеоконференц-связи данных учреждений.",Арбитражный кодекс,"['', '1. Лица, участвующие в деле, и иные участники арбитражного процесса могут участвовать в судебном заседании путем использования систем видеоконференц-связи при условии заявления ими ходатайства об этом и при наличии в арбитражных судах или судах общей юрисдикции технической возможности осуществления видеоконференц-связи']","['Для обеспечения участия в деле лиц, находящихся в местах содержания под стражей или в местах отбывания лишения свободы, могут использоваться системы видеоконференц-связи данных учреждений.', '1. Лица, участвующие в деле, и иные участники арбитражного процесса могут участвовать в судебном заседании путем использования систем видеоконференц-связи при условии заявления ими ходатайства об этом и при наличии в арбитражных судах или судах общей юрисдикции технической возможности осуществления видеоконференц-связи']","['Addition', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=465800&diff=465557&from=465800-5057-diff&rnd=ywQNuw#rreOGpUS2jAasIc7,"2. Перерыв в судебном заседании может быть объявлен на срок, не превышающий пяти дней.","2. Перерыв в судебном заседании может быть объявлен на срок, не превышающий десяти дней.",Арбитражный кодекс,"['пяти', '2. Перерыв в судебном заседании может быть объявлен на срок, не превышающий']","['десяти', '2. Перерыв в судебном заседании может быть объявлен на срок, не превышающий']","['Contradiction', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=465800&diff=465557&from=465800-5057-diff&rnd=ywQNuw#rreOGpUS2jAasIc7,"2. Срок, установленный частью 1 настоящей статьи, может быть продлен на основании мотивированного заявления судьи, рассматривающего дело, председателем арбитражного суда до девяти месяцев в связи с особой сложностью дела, со значительным числом участников арбитражного процесса.","2. Срок, установленный частью 1 настоящей статьи, может быть продлен на основании мотивированного заявления судьи, рассматривающего дело, председателем арбитражного суда, заместителем председателя арбитражного суда до девяти месяцев в связи с особой сложностью дела, со значительным числом участников арбитражного процесса.",Арбитражный кодекс,"['', '2. Срок, установленный частью 1 настоящей статьи, может быть продлен на основании мотивированного заявления судьи, рассматривающего дело, председателем арбитражного суда', 'до девяти месяцев в связи с особой сложностью дела, со значительным числом участников арбитражного процесса']","['заместителем председателя арбитражного суда', '2. Срок, установленный частью 1 настоящей статьи, может быть продлен на основании мотивированного заявления судьи, рассматривающего дело, председателем арбитражного суда', 'до девяти месяцев в связи с особой сложностью дела, со значительным числом участников арбитражного процесса']","['Addition', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=465800&diff=465557&from=465800-5057-diff&rnd=ywQNuw#rreOGpUS2jAasIc7,"5) доверенность или иные документы, подтверждающие полномочия на подписание искового заявления;","5) доверенность или иные документы, подтверждающие полномочия на подписание искового заявления, а также копии документов о высшем юридическом образовании или об ученой степени по юридической специальности представителя, подписавшего исковое заявление, либо документов, удостоверяющих его статус адвоката, патентного поверенного, арбитражного управляющего, единоличного органа управления организации;",Арбитражный кодекс,"['', '5) доверенность или иные документы, подтверждающие полномочия на подписание искового заявления']","['а также копии документов о высшем юридическом образовании или об ученой степени по юридической специальности представителя, подписавшего исковое заявление, либо документов, удостоверяющих его статус адвоката, патентного поверенного, арбитражного управляющего, единоличного органа управления организации;', '5) доверенность или иные документы, подтверждающие полномочия на подписание искового заявления']","['Addition', 'Equivalent']"
